County,Year,Indicator,Value,Regional Economic Blocs,Event
West Pokot,2015,Production (MT),60251,North Rift Economic Bloc (NOREB),No Significant Events
West Pokot,2015,Yield(MT/HA),1.818953025,North Rift Economic Bloc (NOREB),No Significant Events
West Pokot,2016,Area (HA),29143,North Rift Economic Bloc (NOREB),Drought Year
West Pokot,2016,Production (MT),69151,North Rift Economic Bloc (NOREB),Drought Year
West Pokot,2016,Yield(MT/HA),2.3728168,North Rift Economic Bloc (NOREB),Drought Year
West Pokot,2017,Area (HA),34450,North Rift Economic Bloc (NOREB),Post Election Political Tension
West Pokot,2017,Production (MT),51597,North Rift Economic Bloc (NOREB),Post Election Political Tension
West Pokot,2017,Yield(MT/HA),1.497735849,North Rift Economic Bloc (NOREB),Post Election Political Tension
West Pokot,2018,Area (HA),32172,North Rift Economic Bloc (NOREB),No Significant Events
West Pokot,2018,Production (MT),61840,North Rift Economic Bloc (NOREB),No Significant Events
West Pokot,2018,Yield(MT/HA),1.922168345,North Rift Economic Bloc (NOREB),No Significant Events
West Pokot,2020,Area (HA),15000,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
West Pokot,2020,Production (MT),23400,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
West Pokot,2020,Yield(MT/HA),1.56,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Baringo,2021,Area (Ha),39422,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Baringo,2021,Production (MT) ,51237.36,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Baringo,2021,Yield (MT/HA),1.29971488,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Bomet,2021,Area (Ha),38529,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Bomet,2021,Production (MT) ,37436.49,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Bomet,2021,Yield (MT/HA),0.971644476,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Bungoma,2021,Area (Ha),95454,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Bungoma,2021,Production (MT) ,247217.22,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Bungoma,2021,Yield (MT/HA),2.589909485,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Busia,2021,Area (Ha),46086,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Busia,2021,Production (MT) ,49356.63,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Busia,2021,Yield (MT/HA),1.070967973,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Elgeyo-marakwet,2021,Area (Ha),30558,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Elgeyo-marakwet,2021,Production (MT) ,90883.53,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Elgeyo-marakwet,2021,Yield (MT/HA),2.974132142,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Embu,2021,Area (Ha),37551,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Embu,2021,Production (MT) ,25918.92,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Embu,2021,Yield (MT/HA),0.690232484,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Garissa,2021,Area (Ha),261,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Garissa,2021,Production (MT) ,83.7,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Garissa,2021,Yield (MT/HA),0.320689655,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Homa Bay,2021,Area (Ha),70112,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Homa Bay,2021,Production (MT) ,58339.98,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Homa Bay,2021,Yield (MT/HA),0.832096931,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Isiolo,2021,Area (Ha),,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Isiolo,2021,Production (MT) ,,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Isiolo,2021,Yield (MT/HA),,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Kajiado,2021,Area (Ha),37352,Narok-Kajiado Economic Bloc (NAKAEB) ,COVID-19 Pandemic
Kajiado,2021,Production (MT) ,9218.88,Narok-Kajiado Economic Bloc (NAKAEB) ,COVID-19 Pandemic
Kajiado,2021,Yield (MT/HA),0.24681088,Narok-Kajiado Economic Bloc (NAKAEB) ,COVID-19 Pandemic
Kakamega,2021,Area (Ha),83205,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kakamega,2021,Production (MT) ,193565.25,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kakamega,2021,Yield (MT/HA),2.326365603,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kericho,2021,Area (Ha),35646,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kericho,2021,Production (MT) ,116186.49,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kericho,2021,Yield (MT/HA),3.259453796,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kiambu,2021,Area (Ha),28316,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Kiambu,2021,Production (MT) ,27091.17,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Kiambu,2021,Yield (MT/HA),0.956744244,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Kilifi,2021,Area (Ha),38684,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Kilifi,2021,Production (MT) ,11476.89,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Kilifi,2021,Yield (MT/HA),0.296683125,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Kirinyaga,2021,Area (Ha),36383,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Kirinyaga,2021,Production (MT) ,36244.17,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Kirinyaga,2021,Yield (MT/HA),0.996184207,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Kisii,2021,Area (Ha),69660,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kisii,2021,Production (MT) ,84572.1,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kisii,2021,Yield (MT/HA),1.214069767,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kisumu,2021,Area (Ha),48980,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kisumu,2021,Production (MT) ,18972.27,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kisumu,2021,Yield (MT/HA),0.387347285,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Kitui,2021,Area (Ha),83563,South-Eastern Kenya Economic Bloc,COVID-19 Pandemic
Kitui,2021,Production (MT) ,4934.25,South-Eastern Kenya Economic Bloc,COVID-19 Pandemic
Kitui,2021,Yield (MT/HA),0.059048263,South-Eastern Kenya Economic Bloc,COVID-19 Pandemic
Kwale,2021,Area (Ha),63320,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Kwale,2021,Production (MT) ,23918.31,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Kwale,2021,Yield (MT/HA),0.37773705,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Laikipia,2021,Area (Ha),29162,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Laikipia,2021,Production (MT) ,29890.35,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Laikipia,2021,Yield (MT/HA),1.024975996,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Lamu,2021,Area (Ha),20736,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Lamu,2021,Production (MT) ,12181.77,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Lamu,2021,Yield (MT/HA),0.587469618,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Machakos,2021,Area (Ha),122844,South-Eastern Kenya Economic Bloc,COVID-19 Pandemic
Machakos,2021,Production (MT) ,48844.53,South-Eastern Kenya Economic Bloc,COVID-19 Pandemic
Machakos,2021,Yield (MT/HA),0.397614291,South-Eastern Kenya Economic Bloc,COVID-19 Pandemic
Makueni,2021,Area (Ha),115085,South-Eastern Kenya Economic Bloc,COVID-19 Pandemic
Makueni,2021,Production (MT) ,40840.74,South-Eastern Kenya Economic Bloc,COVID-19 Pandemic
Makueni,2021,Yield (MT/HA),0.354874571,South-Eastern Kenya Economic Bloc,COVID-19 Pandemic
Mandera,2021,Area (Ha),2302,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Mandera,2021,Production (MT) ,808.02,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Mandera,2021,Yield (MT/HA),0.351007819,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Marsabit,2021,Area (Ha),670,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Marsabit,2021,Production (MT) ,178.65,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Marsabit,2021,Yield (MT/HA),0.266641791,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Meru,2021,Area (Ha),79401,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Meru,2021,Production (MT) ,45250.74,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Meru,2021,Yield (MT/HA),0.569901387,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Migori,2021,Area (Ha),58857,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Migori,2021,Production (MT) ,73472.13,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Migori,2021,Yield (MT/HA),1.248315918,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Mombasa,2021,Area (Ha),216,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Mombasa,2021,Production (MT) ,41.49,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Mombasa,2021,Yield (MT/HA),0.192083333,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Murang'a,2021,Area (Ha),65753,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Murang'a,2021,Production (MT) ,45247.95,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Murang'a,2021,Yield (MT/HA),0.688150351,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Nairobi ,2021,Area (Ha),,,COVID-19 Pandemic
Nairobi ,2021,Production (MT) ,,,COVID-19 Pandemic
Nairobi ,2021,Yield (MT/HA),,,COVID-19 Pandemic
Nakuru,2021,Area (Ha),83368,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Nakuru,2021,Production (MT) ,161559.81,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Nakuru,2021,Yield (MT/HA),1.937911549,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Nandi,2021,Area (Ha),68810,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Nandi,2021,Production (MT) ,181822.95,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Nandi,2021,Yield (MT/HA),2.642391368,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Narok,2021,Area (Ha),122395,Narok-Kajiado Economic Bloc (NAKAEB) ,COVID-19 Pandemic
Narok,2021,Production (MT) ,160479.27,Narok-Kajiado Economic Bloc (NAKAEB) ,COVID-19 Pandemic
Narok,2021,Yield (MT/HA),1.311158707,Narok-Kajiado Economic Bloc (NAKAEB) ,COVID-19 Pandemic
Nyamira,2021,Area (Ha),44818,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Nyamira,2021,Production (MT) ,66799.53,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Nyamira,2021,Yield (MT/HA),1.490462091,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Nyandarua,2021,Area (Ha),17100,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Nyandarua,2021,Production (MT) ,36900.36,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Nyandarua,2021,Yield (MT/HA),2.157915789,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Nyeri,2021,Area (Ha),29066,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Nyeri,2021,Production (MT) ,20410.02,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Nyeri,2021,Yield (MT/HA),0.702195693,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Samburu,2021,Area (Ha),10220,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Samburu,2021,Production (MT) ,460.062,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Samburu,2021,Yield (MT/HA),0.045015851,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Siaya,2021,Area (Ha),69000,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Siaya,2021,Production (MT) ,44305.65,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Siaya,2021,Yield (MT/HA),0.64211087,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Taita Taveta,2021,Area (Ha),14178,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Taita Taveta,2021,Production (MT) ,4528.08,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Taita Taveta,2021,Yield (MT/HA),0.319373678,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Tana River,2021,Area (Ha),2880,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Tana River,2021,Production (MT) ,182.88,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Tana River,2021,Yield (MT/HA),0.0635,Jumuia ya Kaunti za Pwani,COVID-19 Pandemic
Tharaka-nithi,2021,Area (Ha),31335,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Tharaka-nithi,2021,Production (MT) ,23352.75,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Tharaka-nithi,2021,Yield (MT/HA),0.74526089,Mt. Kenya and Aberdares Region Economic Bloc,COVID-19 Pandemic
Trans Nzoia,2021,Area (Ha),105110,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Trans Nzoia,2021,Yield (MT/HA),3.878750832,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Turkana,2021,Area (Ha),1974,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Turkana,2021,Production (MT) ,1345.95,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Turkana,2021,Yield (MT/HA),0.681838906,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Uasin Gishu,2021,Area (Ha),104581,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Uasin Gishu,2021,Yield (MT/HA),3.30283847,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Vihiga,2021,Area (Ha),33040,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Vihiga,2021,Production (MT) ,34316.64,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Vihiga,2021,Yield (MT/HA),1.038639225,Lake Region Economic Bloc (LREB),COVID-19 Pandemic
Wajir,2021,Area (Ha),330,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Wajir,2021,Production (MT) ,79.65,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
Wajir,2021,Yield (MT/HA),0.241363636,Frontier Counties Development Council (FCDC),COVID-19 Pandemic
West Pokot,2021,Area (Ha),39732,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
West Pokot,2021,Production (MT) ,71517.6,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
West Pokot,2021,Yield (MT/HA),1.8,North Rift Economic Bloc (NOREB),COVID-19 Pandemic
Baringo,2023,Area (Ha),46752,North Rift Economic Bloc (NOREB),Drought Year
Baringo,2023,Production (MT),94650.48,North Rift Economic Bloc (NOREB),Drought Year
Baringo,2023,Yield (MT/HA),2.024522587,North Rift Economic Bloc (NOREB),Drought Year
Bomet,2023,Area (Ha),44562,Lake Region Economic Bloc (LREB),Drought Year
Bomet,2023,Production (MT),66112.65,Lake Region Economic Bloc (LREB),Drought Year
Bomet,2023,Yield (MT/HA),1.483610475,Lake Region Economic Bloc (LREB),Drought Year
Bungoma,2023,Area (Ha),85573,Lake Region Economic Bloc (LREB),Drought Year
Bungoma,2023,Production (MT),180459.99,Lake Region Economic Bloc (LREB),Drought Year
Bungoma,2023,Yield (MT/HA),2.108842626,Lake Region Economic Bloc (LREB),Drought Year
Busia,2023,Area (Ha),44795,Lake Region Economic Bloc (LREB),Drought Year
Busia,2023,Production (MT),63158.04,Lake Region Economic Bloc (LREB),Drought Year
Busia,2023,Yield (MT/HA),1.409935037,Lake Region Economic Bloc (LREB),Drought Year
Elgeyo-marakwet,2023,Area (Ha),32262,North Rift Economic Bloc (NOREB),Drought Year
Elgeyo-marakwet,2023,Production (MT),91205.19,North Rift Economic Bloc (NOREB),Drought Year
Elgeyo-marakwet,2023,Yield (MT/HA),2.827015994,North Rift Economic Bloc (NOREB),Drought Year
Embu,2023,Area (Ha),52620,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Embu,2023,Production (MT),33209.91,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Embu,2023,Yield (MT/HA),0.631127138,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Garissa,2023,Area (Ha),197,Frontier Counties Development Council (FCDC),Drought Year
Garissa,2023,Production (MT),164.16,Frontier Counties Development Council (FCDC),Drought Year
Garissa,2023,Yield (MT/HA),0.833299492,Frontier Counties Development Council (FCDC),Drought Year
Homa Bay,2023,Area (Ha),99934,Lake Region Economic Bloc (LREB),Drought Year
Homa Bay,2023,Production (MT),129707.91,Lake Region Economic Bloc (LREB),Drought Year
Homa Bay,2023,Yield (MT/HA),1.297935738,Lake Region Economic Bloc (LREB),Drought Year
Isiolo,2023,Area (Ha),,Frontier Counties Development Council (FCDC),Drought Year
Isiolo,2023,Production (MT),,Frontier Counties Development Council (FCDC),Drought Year
Isiolo,2023,Yield (MT/HA),,Frontier Counties Development Council (FCDC),Drought Year
Kajiado,2023,Area (Ha),26575,Narok-Kajiado Economic Bloc (NAKAEB),Drought Year
Kajiado,2023,Production (MT),34559.1,Narok-Kajiado Economic Bloc (NAKAEB),Drought Year
Kajiado,2023,Yield (MT/HA),1.3004365,Narok-Kajiado Economic Bloc (NAKAEB),Drought Year
Kakamega,2023,Area (Ha),94510,Lake Region Economic Bloc (LREB),Drought Year
Kakamega,2023,Production (MT),225585.72,Lake Region Economic Bloc (LREB),Drought Year
Kakamega,2023,Yield (MT/HA),2.386897894,Lake Region Economic Bloc (LREB),Drought Year
Kericho,2023,Area (Ha),42000,Lake Region Economic Bloc (LREB),Drought Year
Kericho,2023,Production (MT),119070,Lake Region Economic Bloc (LREB),Drought Year
Kericho,2023,Yield (MT/HA),2.835,Lake Region Economic Bloc (LREB),Drought Year
Kiambu,2023,Area (Ha),34308,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kiambu,2023,Production (MT),38525.94,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kiambu,2023,Yield (MT/HA),1.122943337,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kilifi,2023,Area (Ha),91393,Jumuia ya Kaunti za Pwani,Drought Year
Kilifi,2023,Production (MT),15996.51,Jumuia ya Kaunti za Pwani,Drought Year
Kilifi,2023,Yield (MT/HA),0.175029926,Jumuia ya Kaunti za Pwani,Drought Year
Kirinyaga,2023,Area (Ha),49067,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kirinyaga,2023,Production (MT),41527.8,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kirinyaga,2023,Yield (MT/HA),0.84634887,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Kisii,2023,Area (Ha),104004,Lake Region Economic Bloc (LREB),Drought Year
Kisii,2023,Production (MT),197845.74,Lake Region Economic Bloc (LREB),Drought Year
Kisii,2023,Yield (MT/HA),1.90228972,Lake Region Economic Bloc (LREB),Drought Year
Kisumu,2023,Area (Ha),71060,Lake Region Economic Bloc (LREB),Drought Year
Kisumu,2023,Production (MT),120259.98,Lake Region Economic Bloc (LREB),Drought Year
Kisumu,2023,Yield (MT/HA),1.692372361,Lake Region Economic Bloc (LREB),Drought Year
Kitui,2023,Area (Ha),135740,South-Eastern Kenya Economic Bloc,Drought Year
Kitui,2023,Production (MT),79558.38,South-Eastern Kenya Economic Bloc,Drought Year
Kitui,2023,Yield (MT/HA),0.58610859,South-Eastern Kenya Economic Bloc,Drought Year
Kwale,2023,Area (Ha),81422,Jumuia ya Kaunti za Pwani,Drought Year
Kwale,2023,Production (MT),70086.33,Jumuia ya Kaunti za Pwani,Drought Year
Kwale,2023,Yield (MT/HA),0.860778782,Jumuia ya Kaunti za Pwani,Drought Year
Laikipia,2023,Area (Ha),35606,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Laikipia,2023,Production (MT),92843.82,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Laikipia,2023,Yield (MT/HA),2.607533,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Lamu,2023,Area (Ha),52524,Jumuia ya Kaunti za Pwani,Drought Year
Lamu,2023,Production (MT),64000.98,Jumuia ya Kaunti za Pwani,Drought Year
Lamu,2023,Yield (MT/HA),1.218509253,Jumuia ya Kaunti za Pwani,Drought Year
Machakos,2023,Area (Ha),241055,South-Eastern Kenya Economic Bloc,Drought Year
Machakos,2023,Production (MT),184349.97,South-Eastern Kenya Economic Bloc,Drought Year
Machakos,2023,Yield (MT/HA),0.764763104,South-Eastern Kenya Economic Bloc,Drought Year
Makueni,2023,Area (Ha),190800,South-Eastern Kenya Economic Bloc,Drought Year
Makueni,2023,Production (MT),142776,South-Eastern Kenya Economic Bloc,Drought Year
Makueni,2023,Yield (MT/HA),0.748301887,South-Eastern Kenya Economic Bloc,Drought Year
Mandera,2023,Area (Ha),2400,Frontier Counties Development Council (FCDC),Drought Year
Mandera,2023,Production (MT),1222.65,Frontier Counties Development Council (FCDC),Drought Year
Mandera,2023,Yield (MT/HA),0.5094375,Frontier Counties Development Council (FCDC),Drought Year
Marsabit,2023,Area (Ha),1840,Frontier Counties Development Council (FCDC),Drought Year
Marsabit,2023,Production (MT),914.4,Frontier Counties Development Council (FCDC),Drought Year
Marsabit,2023,Yield (MT/HA),0.496956522,Frontier Counties Development Council (FCDC),Drought Year
Meru,2023,Area (Ha),145144,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Meru,2023,Production (MT),116388.36,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Meru,2023,Yield (MT/HA),0.801881993,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Migori,2023,Area (Ha),144680,Lake Region Economic Bloc (LREB),Drought Year
Migori,2023,Production (MT),221043.42,Lake Region Economic Bloc (LREB),Drought Year
Migori,2023,Yield (MT/HA),1.527809096,Lake Region Economic Bloc (LREB),Drought Year
Mombasa,2023,Area (Ha),653,Jumuia ya Kaunti za Pwani,Drought Year
Mombasa,2023,Production (MT),317.07,Jumuia ya Kaunti za Pwani,Drought Year
Mombasa,2023,Yield (MT/HA),0.485558959,Jumuia ya Kaunti za Pwani,Drought Year
Murang'a,2023,Area (Ha),97717,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Murang'a,2023,Production (MT),116964.36,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Murang'a,2023,Yield (MT/HA),1.196970435,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nairobi,2023,Area (Ha),,,Drought Year
Nairobi,2023,Production (MT),,,Drought Year
Nairobi,2023,Yield (MT/HA),,,Drought Year
Nakuru,2023,Area (Ha),92128,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nakuru,2023,Production (MT),295626.06,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nakuru,2023,Yield (MT/HA),3.208862235,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nandi,2023,Area (Ha),78764,North Rift Economic Bloc (NOREB),Drought Year
Nandi,2023,Production (MT),182543.94,North Rift Economic Bloc (NOREB),Drought Year
Nandi,2023,Yield (MT/HA),2.317606267,North Rift Economic Bloc (NOREB),Drought Year
Narok,2023,Area (Ha),133980,Narok-Kajiado Economic Bloc (NAKAEB),Drought Year
Narok,2023,Production (MT),168723,Narok-Kajiado Economic Bloc (NAKAEB),Drought Year
Narok,2023,Yield (MT/HA),1.259314823,Narok-Kajiado Economic Bloc (NAKAEB),Drought Year
Nyamira,2023,Area (Ha),77912,Lake Region Economic Bloc (LREB),Drought Year
Nyamira,2023,Production (MT),111961.08,Lake Region Economic Bloc (LREB),Drought Year
Nyamira,2023,Yield (MT/HA),1.437019715,Lake Region Economic Bloc (LREB),Drought Year
Nyandarua,2023,Area (Ha),33700,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyandarua,2023,Production (MT),63891,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyandarua,2023,Yield (MT/HA),1.895875371,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyeri,2023,Area (Ha),42398,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyeri,2023,Production (MT),34916.94,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Nyeri,2023,Yield (MT/HA),0.823551583,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Samburu,2023,Area (Ha),30285,North Rift Economic Bloc (NOREB),Drought Year
Samburu,2023,Production (MT),6390.09,North Rift Economic Bloc (NOREB),Drought Year
Samburu,2023,Yield (MT/HA),0.210998514,North Rift Economic Bloc (NOREB),Drought Year
Siaya,2023,Area (Ha),92770,Lake Region Economic Bloc (LREB),Drought Year
Siaya,2023,Production (MT),111902.4,Lake Region Economic Bloc (LREB),Drought Year
Siaya,2023,Yield (MT/HA),1.206234774,Lake Region Economic Bloc (LREB),Drought Year
Taita Taveta,2023,Area (Ha),23100,Jumuia ya Kaunti za Pwani,Drought Year
Taita Taveta,2023,Production (MT),18270,Jumuia ya Kaunti za Pwani,Drought Year
Taita Taveta,2023,Yield (MT/HA),0.790909091,Jumuia ya Kaunti za Pwani,Drought Year
Tana River,2023,Area (Ha),11544,Jumuia ya Kaunti za Pwani,Drought Year
Tana River,2023,Production (MT),13793.58,Jumuia ya Kaunti za Pwani,Drought Year
Tana River,2023,Yield (MT/HA),1.194870062,Jumuia ya Kaunti za Pwani,Drought Year
Tharaka-nithi,2023,Area (Ha),43430,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Tharaka-nithi,2023,Production (MT),15964.74,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Tharaka-nithi,2023,Yield (MT/HA),0.367597053,Mt. Kenya and Aberdares Region Economic Bloc,Drought Year
Trans Nzoia,2023,Area (Ha),107000,North Rift Economic Bloc (NOREB),Drought Year
Trans Nzoia,2023,Yield (MT/HA),3.645,North Rift Economic Bloc (NOREB),Drought Year
Turkana,2023,Area (Ha),4920,North Rift Economic Bloc (NOREB),Drought Year
Turkana,2023,Production (MT),3075.48,North Rift Economic Bloc (NOREB),Drought Year
Turkana,2023,Yield (MT/HA),0.625097561,North Rift Economic Bloc (NOREB),Drought Year
Uasin Gishu,2023,Area (Ha),106606,North Rift Economic Bloc (NOREB),Drought Year
Uasin Gishu,2023,Yield (MT/HA),3.645,North Rift Economic Bloc (NOREB),Drought Year
Vihiga,2023,Area (Ha),30080,Lake Region Economic Bloc (LREB),Drought Year
Vihiga,2023,Production (MT),51570,Lake Region Economic Bloc (LREB),Drought Year
